;province;county;county_cn;dq6
1;Shandong;LIXIA;???;370102
1;Shandong;JINAN SHIZHONG;??????;370103
1;Shandong;HUAIYIN;???;370104
1;Shandong;TIANQIAO;???;370105
1;Shandong;LICHENG;???;370112
1;Shandong;CHANGQING;???;370123
1;Shandong;PINGYIN;???;370124
1;Shandong;JIYANG;???;370125
1;Shandong;SHANGHE;???;370126
1;Shandong;ZHANGQIU;???;370181
1;Shandong;QINGDAO SHINAN;?????;370202
1;Shandong;QINGDAO SHIBEI;?????;370203
1;Shandong;SIFANG;???;370205
1;Shandong;HUANGDAO;???;370211
1;Shandong;LAOSHAN;???;370212
1;Shandong;LICANG;???;370213
1;Shandong;CHENGYANG;???;370214
1;Shandong;JIAOZHOU;???;370281
1;Shandong;JIMO;???;370282
1;Shandong;PINGDU;???;370283
1;Shandong;JIAONAN;???;370284
1;Shandong;LAIXI;???;370285
1;Shandong;ZICHUAN;???;370302
1;Shandong;ZHANGDIAN;???;370303
1;Shandong;BOSHAN;???;370304
1;Shandong;LINZI;???;370305
1;Shandong;ZHOUCUN;???;370306
1;Shandong;HUANTAI;???;370321
1;Shandong;GAOQING;???;370322
1;Shandong;YIYUAN;???;370323
1;Shandong;SHIZHONG;???;370402
1;Shandong;XUECHENG;???;370403
1;Shandong;YICHENG;???;370404
1;Shandong;TAIERZHUANG;????;370405
1;Shandong;SHANTING;???;370406
1;Shandong;TENGZHOU;???;370481
1;Shandong;DONGYING;???;370502
1;Shandong;HEKOU;???;370503
1;Shandong;KENLI;???;370521
1;Shandong;LIJIN;???;370522
1;Shandong;GUANGRAO;???;370523
1;Shandong;ZHIFU;???;370602
1;Shandong;FUSHAN;???;370611
1;Shandong;MUPING;???;370612
1;Shandong;LAISHAN;???;370613
1;Shandong;CHANGDAO;???;370634
1;Shandong;LONGKOU;???;370681
1;Shandong;LAIYANG;???;370682
1;Shandong;LAIZHOU;???;370683
1;Shandong;PENGLAI;???;370684
1;Shandong;ZHAOYUAN;???;370685
1;Shandong;XIXIA;???;370686
1;Shandong;HAIYANG;???;370687
1;Shandong;WEICHENG;???;370702
1;Shandong;HANTING;???;370703
1;Shandong;FANGZI;???;370704
1;Shandong;KUIWEN;???;370705
1;Shandong;LINQU;???;370724
1;Shandong;CHANGLE;???;370725
1;Shandong;QINGZHOU;???;370781
1;Shandong;ZHUCHENG;???;370782
1;Shandong;SHOUGUANG;???;370783
1;Shandong;ANQIU;???;370784
1;Shandong;GAOMI;???;370785
1;Shandong;CHANGYI;???;370786
1;Shandong;JINING SHIZHONG;?????;370802
1;Shandong;RENCHENG;???;370811
1;Shandong;WEISHAN;???;370826
1;Shandong;YUTAI;???;370827
1;Shandong;JINXIANG;???;370828
1;Shandong;JIAXIANG;???;370829
1;Shandong;WENSHANG;???;370830
1;Shandong;SISHUI;???;370831
1;Shandong;LIANGSHAN;???;370832
1;Shandong;QUFU;???;370881
1;Shandong;YANZHOU;???;370882
1;Shandong;ZOUCHENG;???;370883
1;Shandong;TAISHAN;???;370902
1;Shandong;DAIYUE;???;370903
1;Shandong;NINGYANG;???;370921
1;Shandong;DONGPING;???;370923
1;Shandong;XINTAI;???;370982
1;Shandong;FEICHENG;???;370983
1;Shandong;HUANCUI;???;371002
1;Shandong;WENDENG;???;371081
1;Shandong;RONGCHENG;???;371082
1;Shandong;RUSHAN;???;371083
1;Shandong;DONGGANG;???;371102
1;Shandong;WULIAN;???;371121
1;Shandong;JUXIAN;??;371122
1;Shandong;LAICHENG;???;371202
1;Shandong;GANGCHENG;???;371203
1;Shandong;LANSHAN;???;371302
1;Shandong;LUOZHUANG;???;371311
1;Shandong;HEDONG;???;371312
1;Shandong;YINAN;???;371321
1;Shandong;TANCHENG;???;371322
1;Shandong;YISHUI;???;371323
1;Shandong;CANGSHAN;???;371324
1;Shandong;FEI;??;371325
1;Shandong;PINGYI;???;371326
1;Shandong;JUNAN;???;371327
1;Shandong;MENGYIN;???;371328
1;Shandong;LINSHU;???;371329
1;Shandong;DECHENG;???;371402
1;Shandong;LING;??;371421
1;Shandong;NINGJIN;???;371422
1;Shandong;QINGYUN;???;371423
1;Shandong;LINYI;???;371424
1;Shandong;QIHE;???;371425
1;Shandong;PINGYUAN;???;371426
1;Shandong;XIAJIN;???;371427
1;Shandong;WUCHENG;???;371428
1;Shandong;LELING;???;371481
1;Shandong;YUCHENG;???;371482
1;Shandong;DONGCHANGFU;????;371502
1;Shandong;YANGGU;???;371521
1;Shandong;SHEN;??;371522
1;Shandong;CHIPING;???;371523
1;Shandong;DONGA;???;371524
1;Shandong;GUAN;??;371525
1;Shandong;GAOTANG;???;371526
1;Shandong;LINQING;???;371581
1;Shandong;BINCHENG;???;371602
1;Shandong;HUIMIN;???;371621
1;Shandong;YANGXIN;???;371622
1;Shandong;WUDI;???;371623
1;Shandong;ZHANHUA;???;371624
1;Shandong;BOXING;???;371625
1;Shandong;ZOUPING;???;371626
1;Shandong;MUDAN;???;371702
1;Shandong;CAO;??;371721
1;Shandong;DAN;??;371722
1;Shandong;CHENGWU;???;371723
1;Shandong;JUYE;???;371724
1;Shandong;YUNCHENG;???;371725
1;Shandong;JUANCHENG;???;371726
1;Shandong;DINGTAO;???;371727
1;Shandong;DONGMING;???;371728
2;Jiangsu;XUANWU;???;320102
2;Jiangsu;BAIXIA;???;320103
2;Jiangsu;QINHUAI;???;320104
2;Jiangsu;JIANYE;???;320105
2;Jiangsu;GULOU;???;320106
2;Jiangsu;XIAGUAN;???;320107
2;Jiangsu;PUKOU;???;320111
2;Jiangsu;DACHANG;???;320112
2;Jiangsu;XIXIA;???;320113
2;Jiangsu;YUHUATAI;????;320114
2;Jiangsu;JIANGNING;???;320121
2;Jiangsu;JIANGPU;???;320122
2;Jiangsu;LIUHE;???;320123
2;Jiangsu;LISHUI;???;320124
2;Jiangsu;GAOCHUN;???;320125
2;Jiangsu;CHONGAN;???;320202
2;Jiangsu;NANCHANG;???;320203
2;Jiangsu;BEITANG;???;320204
2;Jiangsu;WUXI JIAOQU;?????;320211
2;Jiangsu;MASHAN;???;320212
2;Jiangsu;JIANGYIN;???;320281
2;Jiangsu;YIXING;???;320282
2;Jiangsu;XISHAN;???;320283
2;Jiangsu;GULOU;???;320302
2;Jiangsu;YUNLONG;???;320303
2;Jiangsu;JIULI;???;320304
2;Jiangsu;JIAWANG;???;320305
2;Jiangsu;QUANSHAN;???;320311
2;Jiangsu;FENGXIAN;??;320321
2;Jiangsu;PEIXIAN;??;320322
2;Jiangsu;TONGSHAN;???;320323
2;Jiangsu;SUINING;???;320324
2;Jiangsu;XINYI;???;320381
2;Jiangsu;PIZHOU;???;320382
2;Jiangsu;TIANNING;???;320402
2;Jiangsu;ZHONGLOU;???;320404
2;Jiangsu;QISHUYAN;????;320405
2;Jiangsu;CHANGZHOU JIAOQU;?????;320411
2;Jiangsu;LIYANG;???;320481
2;Jiangsu;JINTAN;???;320482
2;Jiangsu;WUJIN;???;320483
2;Jiangsu;CANGLANG;???;320502
2;Jiangsu;PINGJIANG;???;320503
2;Jiangsu;JINCHANG;???;320504
2;Jiangsu;HUQIU;???;320505
2;Jiangsu;CHANGSHU;???;320581
2;Jiangsu;ZHANGJIAGANG;????;320582
2;Jiangsu;KUNSHAN;???;320583
2;Jiangsu;WUJIANG;???;320584
2;Jiangsu;TAICANG;???;320585
2;Jiangsu;WUXIAN;???;320586
2;Jiangsu;CHONGCHUAN;???;320602
2;Jiangsu;GANGZHA;???;320611
2;Jiangsu;HAIAN;???;320621
2;Jiangsu;RUDONG;???;320623
2;Jiangsu;QIDONG;???;320681
2;Jiangsu;RUGAO;???;320682
2;Jiangsu;TONGZHOU;???;320683
2;Jiangsu;HAIMEN;???;320684
2;Jiangsu;LIANYUN;???;320703
2;Jiangsu;YUNTAI;???;320704
2;Jiangsu;XINPU;???;320705
2;Jiangsu;HAIZHOU;???;320706
2;Jiangsu;GANYU;???;320721
2;Jiangsu;DONGHAI;???;320722
2;Jiangsu;GUANYUN;???;320723
2;Jiangsu;GUANNAN;???;320724
2;Jiangsu;QINGHE;???;320802
2;Jiangsu;QINGPU;???;320811
2;Jiangsu;HUAIYIN;???;320821
2;Jiangsu;LIANSHUI;???;320826
2;Jiangsu;HONGZE;???;320829
2;Jiangsu;XUYI;???;320830
2;Jiangsu;JINHU;???;320831
2;Jiangsu;HUAIAN;???;320882
2;Jiangsu;YANCHENG CHENGQU;????;320902
2;Jiangsu;XIANGSHUI;???;320921
2;Jiangsu;BINHAI;???;320922
2;Jiangsu;FUNING;???;320923
2;Jiangsu;SHEYANG;???;320924
2;Jiangsu;JIANHU;???;320925
2;Jiangsu;YANDU;???;320928
2;Jiangsu;DONGTAI;???;320981
2;Jiangsu;DAFENG;???;320982
2;Jiangsu;GUANGLING;???;321002
2;Jiangsu;YANGZHOU JIAOQU;?????;321011
2;Jiangsu;BAOYING;???;321023
2;Jiangsu;HANJIANG;???;321027
2;Jiangsu;YIZHENG;???;321081
2;Jiangsu;GAOYOU;???;321084
2;Jiangsu;JIANGDU;???;321088
2;Jiangsu;JINGKOU;???;321102
2;Jiangsu;RUNZHOU;???;321111
2;Jiangsu;DANTU;???;321121
2;Jiangsu;DANYANG;???;321181
2;Jiangsu;YANGZHONG;???;321182
2;Jiangsu;JURONG;???;321183
2;Jiangsu;HAILING;???;321202
2;Jiangsu;GAOGANG;???;321203
2;Jiangsu;XINGHUA;???;321281
2;Jiangsu;JINGJIANG;???;321282
2;Jiangsu;TAIXING;???;321283
2;Jiangsu;JIANGYAN;???;321284
2;Jiangsu;SUCHENG;???;321302
2;Jiangsu;SUYU;???;321321
2;Jiangsu;SHUYANG;???;321322
2;Jiangsu;SIYANG;???;321323
2;Jiangsu;SIHONG;???;321324
3;Heilongjiang;DAOLI;???;230102
3;Heilongjiang;NANGANG;???;230103
3;Heilongjiang;DAOWAI;???;230104
3;Heilongjiang;TAIPING;???;230105
3;Heilongjiang;XIANGFANG;???;230106
3;Heilongjiang;DONGLI;???;230107
3;Heilongjiang;PINGFANG;???;230108
3;Heilongjiang;HULAN;???;230121
3;Heilongjiang;YILAN;???;230123
3;Heilongjiang;FANGZHENG;???;230124
3;Heilongjiang;BINXIAN;??;230125
3;Heilongjiang;BAYAN;???;230126
3;Heilongjiang;MULAN;???;230127
3;Heilongjiang;TONGHE;???;230128
3;Heilongjiang;YANSHOU;???;230129
3;Heilongjiang;ACHENG;???;230181
3;Heilongjiang;SHUANGCHENG;???;230182
3;Heilongjiang;SHANGZHI;???;230183
3;Heilongjiang;WUCHANG;???;230184
3;Heilongjiang;LONGSHA;???;230202
3;Heilongjiang;JIANHUA;???;230203
3;Heilongjiang;TIEFENG;???;230204
3;Heilongjiang;ANGANGXI;????;230205
3;Heilongjiang;FULAERJI;?????;230206
3;Heilongjiang;NIANZISHAN;????;230207
3;Heilongjiang;MEILISIDAWOERZU;????????;230208
3;Heilongjiang;LONGJIANG;???;230221
3;Heilongjiang;YIAN;???;230223
3;Heilongjiang;TAILAI;???;230224
3;Heilongjiang;GANNAN;???;230225
3;Heilongjiang;FUYU;???;230227
3;Heilongjiang;KESHAN;???;230229
3;Heilongjiang;KEDONG;???;230230
3;Heilongjiang;BAIQUAN;???;230231
3;Heilongjiang;NEHE;???;230281
3;Heilongjiang;JIGUAN;???;230302
3;Heilongjiang;HENGSHAN;???;230303
3;Heilongjiang;DIDAO;???;230304
3;Heilongjiang;LISHU;???;230305
3;Heilongjiang;CHENGZIHE;????;230306
3;Heilongjiang;MASHAN;???;230307
3;Heilongjiang;JIDONG;???;230321
3;Heilongjiang;HULIN;???;230381
3;Heilongjiang;MISHAN;???;230382
3;Heilongjiang;XIANGYANG;???;230402
3;Heilongjiang;GONGNONG;???;230403
3;Heilongjiang;NANSHAN;???;230404
3;Heilongjiang;XINGAN;???;230405
3;Heilongjiang;DONGSHAN;???;230406
3;Heilongjiang;XINGSHAN;???;230407
3;Heilongjiang;LUOBEI;???;230421
3;Heilongjiang;SUIBIN;???;230422
3;Heilongjiang;JIANSHAN;???;230502
3;Heilongjiang;LINGDONG;???;230503
3;Heilongjiang;SIFANGTAI;????;230505
3;Heilongjiang;BAOSHAN;???;230506
3;Heilongjiang;JIXIAN;???;230521
3;Heilongjiang;YOUYI;???;230522
3;Heilongjiang;BAOQING;???;230523
3;Heilongjiang;RAOHE;???;230524
3;Heilongjiang;SAERTU;????;230602
3;Heilongjiang;LONGFENG;???;230603
3;Heilongjiang;RANGHULU;????;230604
3;Heilongjiang;HONGGANG;???;230605
3;Heilongjiang;DATONG;???;230606
3;Heilongjiang;ZHAOZHOU;???;230621
3;Heilongjiang;ZHAOYUAN;???;230622
3;Heilongjiang;LINDIAN;???;230623
3;Heilongjiang;DUERBOTEMENGGUZUZIZHIXIAN;??????????;230624
3;Heilongjiang;YICHUN;???;230702
3;Heilongjiang;NANCHA;???;230703
3;Heilongjiang;YOUHAO;???;230704
3;Heilongjiang;XILIN;???;230705
3;Heilongjiang;CUILUAN;???;230706
3;Heilongjiang;XINQING;???;230707
3;Heilongjiang;MEIXI;???;230708
3;Heilongjiang;JINSHANTUN;????;230709
3;Heilongjiang;WUYING;???;230710
3;Heilongjiang;WUMAHE;????;230711
3;Heilongjiang;TANGWANGHE;????;230712
3;Heilongjiang;DAILING;???;230713
3;Heilongjiang;WUYILING;????;230714
3;Heilongjiang;HONGXING;???;230715
3;Heilongjiang;SHANGGANLING;????;230716
3;Heilongjiang;JIAYIN;???;230722
3;Heilongjiang;TIELI;???;230781
3;Heilongjiang;YONGHONG;???;230802
3;Heilongjiang;XIANGYANG;???;230803
3;Heilongjiang;QIANJIN;???;230804
3;Heilongjiang;DONGFENG;???;230805
3;Heilongjiang;JIAMUSHI JIAOQU;?????;230811
3;Heilongjiang;HUANAN;???;230822
3;Heilongjiang;HUACHUAN;???;230826
3;Heilongjiang;TANGYUAN;???;230828
3;Heilongjiang;FUYUAN;???;230833
3;Heilongjiang;TONGJIANG;???;230881
3;Heilongjiang;FUJIN;???;230882
3;Heilongjiang;XINXING;???;230902
3;Heilongjiang;TAOSHAN;???;230903
3;Heilongjiang;QIEZIHE;????;230904
3;Heilongjiang;BOLI;???;230921
3;Heilongjiang;DONGAN;???;231002
3;Heilongjiang;YANGMING;???;231003
3;Heilongjiang;AIMIN;???;231004
3;Heilongjiang;XIAN;???;231005
3;Heilongjiang;DONGNING;???;231024
3;Heilongjiang;LINKOU;???;231025
3;Heilongjiang;SUIFENHE;????;231081
3;Heilongjiang;HAILIN;???;231083
3;Heilongjiang;NINGAN;???;231084
3;Heilongjiang;MULENG;???;231085
3;Heilongjiang;AIHUI;???;231102
3;Heilongjiang;NENJIANG;???;231121
3;Heilongjiang;XUNKE;???;231123
3;Heilongjiang;SUNWU;???;231124
3;Heilongjiang;BEIAN;???;231181
3;Heilongjiang;WUDALIANCHI;?????;231182
3;Heilongjiang;BEILIN;???;231202
3;Heilongjiang;WANGKUI;???;231221
3;Heilongjiang;LANXI;???;231222
3;Heilongjiang;QINGGANG;???;231223
3;Heilongjiang;QINGAN;???;231224
3;Heilongjiang;MINGSHUI;???;231225
3;Heilongjiang;SUILENG;???;231226
3;Heilongjiang;ANDA;???;231281
3;Heilongjiang;ZHAODONG;???;231282
3;Heilongjiang;HAILUN;???;231283
3;Heilongjiang;JIAGEDAJI;?????;232701
3;Heilongjiang;SONGLING;???;232702
3;Heilongjiang;XINLIN;???;232703
3;Heilongjiang;HUZHONG;???;232704
3;Heilongjiang;HUMA;???;232721
3;Heilongjiang;TAHE;???;232722
3;Heilongjiang;MOHE;???;232723
4;Hubei;JIANGAN;???;420102
4;Hubei;JIANGHAN;???;420103
4;Hubei;??;???;420104
4;Hubei;HANYANG;???;420105
4;Hubei;WUCHANG;???;420106
4;Hubei;QINGSHAN;???;420107
4;Hubei;HONGSHAN;???;420111
4;Hubei;DONGXIHU;????;420112
4;Hubei;HANNAN;???;420113
4;Hubei;CAIDIAN;???;420114
4;Hubei;JIANGXIA;???;420115
4;Hubei;HUANGPI;???;420116
4;Hubei;XINZHOU;???;420117
4;Hubei;HUANGSHIGANG;????;420202
4;Hubei;SHIHUIYAO;????;420203
4;Hubei;XIALU;???;420204
4;Hubei;TIESHAN;???;420205
4;Hubei;YANGXIN;???;420222
4;Hubei;DAYE;???;420281
4;Hubei;MAOJIAN;???;420302
4;Hubei;ZHANGWAN;???;420303
4;Hubei;YUN;??;420321
4;Hubei;YUNXI;???;420322
4;Hubei;ZHUSHAN;???;420323
4;Hubei;ZHUXI;???;420324
4;Hubei;FANG;??;420325
4;Hubei;DANJIANGKOU;????;420381
4;Hubei;XILING;???;420502
4;Hubei;WUJIAGANG;????;420503
4;Hubei;DIANJUN;???;420504
4;Hubei;??;???;420505
4;Hubei;YICHANG;???;420521
4;Hubei;YUANAN;???;420525
4;Hubei;XINGSHAN;???;420526
4;Hubei;ZIGUI;???;420527
4;Hubei;CHANGYANGTUJIAZUZIZHIXIAN;????????;420528
4;Hubei;WUFENGTUJIAZUZIZHIXIAN;????????;420529
4;Hubei;YIDU;???;420581
4;Hubei;DANGYANG;???;420582
4;Hubei;ZHIJIANG;???;420583
4;Hubei;XIANGCHENG;???;420602
4;Hubei;FANCHENG;???;420606
4;Hubei;XIANGYANG;???;420621
4;Hubei;NANZHANG;???;420624
4;Hubei;GUCHENG;???;420625
4;Hubei;BAOKANG;???;420626
4;Hubei;LAOHEKOU;????;420682
4;Hubei;ZAOYANG;???;420683
4;Hubei;YICHENG;???;420684
4;Hubei;LIANGZIHU;????;420702
4;Hubei;HUARONG;???;420703
4;Hubei;ECHENG;???;420704
4;Hubei;DONGBAO;???;420802
4;Hubei;JINGSHAN;???;420821
4;Hubei;SHAYANG;???;420822
4;Hubei;ZHONGXIANG;???;420881
4;Hubei;XIAONAN;???;420902
4;Hubei;XIAOCHANG;???;420921
4;Hubei;DAWU;???;420922
4;Hubei;YUNMENG;???;420923
4;Hubei;YINGCHENG;???;420981
4;Hubei;ANLU;???;420982
4;Hubei;HANCHUAN;???;420984
4;Hubei;SHASHI;???;421002
4;Hubei;JINGZHOU;???;421003
4;Hubei;GONGAN;???;421022
4;Hubei;JIANLI;???;421023
4;Hubei;JIANGLING;???;421024
4;Hubei;SHISHOU;???;421081
4;Hubei;HONGHU;???;421083
4;Hubei;SONGZI;???;421087
4;Hubei;HUANGZHOU;???;421102
4;Hubei;TUANFENG;???;421121
4;Hubei;HONGAN;???;421122
4;Hubei;LUOTIAN;???;421123
4;Hubei;YINGSHAN;???;421124
4;Hubei;XISHUI;???;421125
4;Hubei;QICHUN;???;421126
4;Hubei;HUANGMEI;???;421127
4;Hubei;MACHENG;???;421181
4;Hubei;WUXUE;???;421182
4;Hubei;XIANAN;???;421202
4;Hubei;JIAYU;???;421221
4;Hubei;TONGCHENG;???;421222
4;Hubei;CHONGYANG;???;421223
4;Hubei;TONGSHAN;???;421224
4;Hubei;CHIBI;???;421281
4;Hubei;CENGDU;???;421302
4;Hubei;GUANGSHUI;???;421381
4;Hubei;ENSHI;???;422801
4;Hubei;LICHUAN;???;422802
4;Hubei;JIANSHI;???;422822
4;Hubei;BADONG;???;422823
4;Hubei;XUANEN;???;422825
4;Hubei;XIANFENG;???;422826
4;Hubei;LAIFENG;???;422827
4;Hubei;HEFENG;???;422828
4;Hubei;XIANTAO;???;429004
4;Hubei;QIANJIANG;???;429005
4;Hubei;TIANMEN;???;429006
4;Hubei;SHENNONGJIALIN;?????;429021
5;Anhui;DONGSHI;???;340102
5;Anhui;ZHONGSHI;???;340103
5;Anhui;XISHI;???;340104
5;Anhui;HEFEI JIAOQU;????;340111
5;Anhui;CHANGFENG;???;340121
5;Anhui;FEIDONG;???;340122
5;Anhui;FEIXI;???;340123
5;Anhui;JINGHU;???;340202
5;Anhui;MATANG;???;340203
5;Anhui;XINWU;???;340204
5;Anhui;JIUJIANG;???;340207
5;Anhui;WUHU;???;340221
5;Anhui;FANCHANG;???;340222
5;Anhui;NANLING;???;340223
5;Anhui;DONGSHI;???;340302
5;Anhui;ZHONGSHI;???;340303
5;Anhui;XISHI;???;340304
5;Anhui;BANGBU JIAOQU;?????;340311
5;Anhui;HUAIYUAN;???;340321
5;Anhui;WUHE;???;340322
5;Anhui;GUZHEN;???;340323
5;Anhui;DATONG;???;340402
5;Anhui;TIANJIAAN;????;340403
5;Anhui;XIEJIAJI;????;340404
5;Anhui;BAGONGSHAN;????;340405
5;Anhui;PANJI;???;340406
5;Anhui;FENGTAI;???;340421
5;Anhui;JINJIAZHUANG;????;340502
5;Anhui;HUASHAN;???;340503
5;Anhui;YUSHAN;???;340504
5;Anhui;XIANGSHAN;???;340505
5;Anhui;DANGTU;???;340521
5;Anhui;DUJI;???;340602
5;Anhui;XIANGSHAN;???;340603
5;Anhui;LIESHAN;???;340604
5;Anhui;SUIXI;???;340621
5;Anhui;TONGGUANSHAN;????;340702
5;Anhui;SHIZISHAN;????;340703
5;Anhui;TONGLING JIAOQU;?????;340711
5;Anhui;TONGLING;???;340721
5;Anhui;YINGJIANG;???;340802
5;Anhui;DAGUAN;???;340803
5;Anhui;ANQING JIAOQU;?????;340811
5;Anhui;HUAINING;???;340822
5;Anhui;ZONGYANG;???;340823
5;Anhui;QIANSHAN;???;340824
5;Anhui;TAIHU;???;340825
5;Anhui;SUSONG;???;340826
5;Anhui;WANGJIANG;???;340827
5;Anhui;YUEXI;???;340828
5;Anhui;TONGCHENG;???;340881
5;Anhui;TUNXI;???;341002
5;Anhui;HUANGSHAN;???;341003
5;Anhui;HUIZHOU;???;341004
5;Anhui;SHEXIAN;??;341021
5;Anhui;XIUNING;???;341022
5;Anhui;YIXIAN;??;341023
5;Anhui;QIMEN;???;341024
5;Anhui;LANGYA;???;341102
5;Anhui;NANQIAO;???;341103
5;Anhui;LAIAN;???;341122
5;Anhui;QUANJIAO;???;341124
5;Anhui;DINGYUAN;???;341125
5;Anhui;FENGYANG;???;341126
5;Anhui;TIANCHANG;???;341181
5;Anhui;MINGGUANG;???;341182
5;Anhui;YINGZHOU;???;341202
5;Anhui;YINGDONG;???;341203
5;Anhui;YINGQUAN;???;341204
5;Anhui;LINQUAN;???;341221
5;Anhui;TAIHE;???;341222
5;Anhui;FUNAN;???;341225
5;Anhui;YINGSHANG;???;341226
5;Anhui;JIESHOU;???;341282
5;Anhui;YONGQIAO;???;341302
5;Anhui;DANGSHAN;???;341321
5;Anhui;XIAOXIAN;??;341322
5;Anhui;LINGBI;???;341323
5;Anhui;SIXIAN;??;341324
5;Anhui;JUCHAO;???;341402
5;Anhui;LUJIANG;???;341421
5;Anhui;WUWEI;???;341422
5;Anhui;HANSHAN;???;341423
5;Anhui;HEXIAN;??;341424
5;Anhui;JINAN;???;341502
5;Anhui;YUAN;???;341503
5;Anhui;SHOUXIAN;??;341521
5;Anhui;HUOQIU;???;341522
5;Anhui;SHUCHENG;???;341523
5;Anhui;JINZHAI;???;341524
5;Anhui;HUOSHAN;???;341525
5;Anhui;QIAOCHENG;???;341602
5;Anhui;GUOYANG;???;341621
5;Anhui;MENGCHENG;???;341622
5;Anhui;LIXIN;???;341623
5;Anhui;GUICHI;???;341702
5;Anhui;DONGZHI;???;341721
5;Anhui;SHITAI;???;341722
5;Anhui;QINGYANG;???;341723
5;Anhui;XUANZHOU;???;341802
5;Anhui;LANGXI;???;341821
5;Anhui;GUANGDE;???;341822
5;Anhui;JINGXIAN;??;341823
5;Anhui;JIXI;???;341824
