;province;county;county_cn;dq6
5;Anhui;JINGDE;???;341825
5;Anhui;NINGGUO;???;341881
6;Shaanxi;XINCHENGQU;?????;610102
6;Shaanxi;BEILIN;???;610103
6;Shaanxi;LIANHU;???;610104
6;Shaanxi;BAQIAO;???;610111
6;Shaanxi;WEIYANG;???;610112
6;Shaanxi;YANTA;???;610113
6;Shaanxi;YANLIANG;???;610114
6;Shaanxi;LINTONG;???;610115
6;Shaanxi;CHANGAN;???;610121
6;Shaanxi;LANTIAN;???;610122
6;Shaanxi;ZHOUZHI;???;610124
6;Shaanxi;HU;??;610125
6;Shaanxi;GAOLING;???;610126
6;Shaanxi;WANGYI;???;610202
6;Shaanxi;YINTAI;???;610203
6;Shaanxi;YAO;??;610221
6;Shaanxi;YIJUN;???;610222
6;Shaanxi;WEIBIN;???;610302
6;Shaanxi;JINTAI;???;610303
6;Shaanxi;BAOJI;???;610321
6;Shaanxi;FENGXIANG;???;610322
6;Shaanxi;QISHAN;???;610323
6;Shaanxi;FUFENG;???;610324
6;Shaanxi;MEI;??;610326
6;Shaanxi;LONG;??;610327
6;Shaanxi;QIANYANG;???;610328
6;Shaanxi;LINYOU;???;610329
6;Shaanxi;FENG;??;610330
6;Shaanxi;TAIBAI;???;610331
6;Shaanxi;QINDU;???;610402
6;Shaanxi;YANGLING;???;610403
6;Shaanxi;WEICHENG;???;610404
6;Shaanxi;SANYUAN;???;610422
6;Shaanxi;JINGYANG;???;610423
6;Shaanxi;QIAN;??;610424
6;Shaanxi;LIQUAN;???;610425
6;Shaanxi;YONGSHOU;???;610426
6;Shaanxi;BIN;??;610427
6;Shaanxi;CHANGWU;???;610428
6;Shaanxi;XUNYI;???;610429
6;Shaanxi;CHUNHUA;???;610430
6;Shaanxi;WUGONG;???;610431
6;Shaanxi;XINGPING;???;610481
6;Shaanxi;LINWEI;???;610502
6;Shaanxi;HUA;??;610521
6;Shaanxi;TONGGUAN;???;610522
6;Shaanxi;DALI;???;610523
6;Shaanxi;HEYANG;???;610524
6;Shaanxi;CHENGCHENG;???;610525
6;Shaanxi;PUCHENG;???;610526
6;Shaanxi;BAISHUI;???;610527
6;Shaanxi;FUPING;???;610528
6;Shaanxi;HANCHENG;???;610581
6;Shaanxi;HUAYIN;???;610582
6;Shaanxi;BAOTA;???;610602
6;Shaanxi;YANCHANG;???;610621
6;Shaanxi;YANCHUAN;???;610622
6;Shaanxi;ZICHANG;???;610623
6;Shaanxi;ANSAI;???;610624
6;Shaanxi;ZHIDAN;???;610625
6;Shaanxi;WUQI;???;610626
6;Shaanxi;GANQUAN;???;610627
6;Shaanxi;FU;??;610628
6;Shaanxi;LUOCHUAN;???;610629
6;Shaanxi;YICHUAN;???;610630
6;Shaanxi;HUANGLONG;???;610631
6;Shaanxi;HUANGLING;???;610632
6;Shaanxi;HANTAI;???;610702
6;Shaanxi;NANZHENG;???;610721
6;Shaanxi;CHENGGU;???;610722
6;Shaanxi;YANG;??;610723
6;Shaanxi;XIXIANG;???;610724
6;Shaanxi;MIAN;??;610725
6;Shaanxi;NINGQIANG;???;610726
6;Shaanxi;LVEYANG;???;610727
6;Shaanxi;ZHENBA;???;610728
6;Shaanxi;LIUBA;???;610729
6;Shaanxi;FOPING;???;610730
6;Shaanxi;YUYANG;???;610802
6;Shaanxi;SHENMU;???;610821
6;Shaanxi;FUGU;???;610822
6;Shaanxi;HENGSHAN;???;610823
6;Shaanxi;JINGBIAN;???;610824
6;Shaanxi;DINGBIAN;???;610825
6;Shaanxi;SUIDE;???;610826
6;Shaanxi;MIZHI;???;610827
6;Shaanxi;JIA;??;610828
6;Shaanxi;WUBAO;???;610829
6;Shaanxi;QINGJIAN;???;610830
6;Shaanxi;ZIZHOU;???;610831
6;Shaanxi;HANBIN;???;610902
6;Shaanxi;HANYIN;???;610921
6;Shaanxi;SHIQUAN;???;610922
6;Shaanxi;NINGSHAN;???;610923
6;Shaanxi;ZIYANG;???;610924
6;Shaanxi;LANGAO;???;610925
6;Shaanxi;PINGLI;???;610926
6;Shaanxi;ZHENPING;???;610927
6;Shaanxi;XUNYANG;???;610928
6;Shaanxi;BAIHE;???;610929
6;Shaanxi;SHANGZHOU;???;612501
6;Shaanxi;LUONAN;???;612522
6;Shaanxi;DANFENG;???;612523
6;Shaanxi;SHANGNAN;???;612524
6;Shaanxi;SHANYANG;???;612525
6;Shaanxi;ZHENAN;???;612526
6;Shaanxi;ZHASHUI;???;612527
7;Xizang;CHENGGUAN;???;540102
7;Xizang;LINZHOU;???;540121
7;Xizang;DANGXIONG;???;540122
7;Xizang;NIMU;???;540123
7;Xizang;QUSHUI;???;540124
7;Xizang;DUILONGDEQING;?????;540125
7;Xizang;DAZI;???;540126
7;Xizang;MOZHUGONGKA;?????;540127
7;Xizang;CHANGDU;???;542121
7;Xizang;JIANGDA;???;542122
7;Xizang;GONGJUE;???;542123
7;Xizang;LEIWUQI;????;542124
7;Xizang;DINGQING;???;542125
7;Xizang;CHAYA;???;542126
7;Xizang;BASU;???;542127
7;Xizang;ZUOGONG;???;542128
7;Xizang;MANGKANG;???;542129
7;Xizang;LUOLONG;???;542132
7;Xizang;BIANBA;???;542133
7;Xizang;NAIDONG;???;542221
7;Xizang;ZHANANG;???;542222
7;Xizang;GONGGA;???;542223
7;Xizang;SANGRI;???;542224
7;Xizang;QIONGJIE;???;542225
7;Xizang;QUSONG;???;542226
7;Xizang;CUOMEI;???;542227
7;Xizang;LUOZHA;???;542228
7;Xizang;JIACHA;???;542229
7;Xizang;LONGZI;???;542231
7;Xizang;CUONA;???;542232
7;Xizang;LANGKAZI;????;542233
7;Xizang;RIKAZE;????;542301
7;Xizang;NANMULIN;????;542322
7;Xizang;JIANGZI;???;542323
7;Xizang;DINGRI;???;542324
7;Xizang;SAJIA;???;542325
7;Xizang;LAZI;???;542326
7;Xizang;ANGREN;???;542327
7;Xizang;XIETONGMEN;????;542328
7;Xizang;BAILANG;???;542329
7;Xizang;RENBU;???;542330
7;Xizang;KANGMA;???;542331
7;Xizang;DINGJIE;???;542332
7;Xizang;ZHONGBA;???;542333
7;Xizang;YADONG;???;542334
7;Xizang;JILONG;???;542335
7;Xizang;NIELAMU;????;542336
7;Xizang;SAGA;???;542337
7;Xizang;GANGBA;???;542338
7;Xizang;NAQU;???;542421
7;Xizang;JIALI;???;542422
7;Xizang;BIRU;???;542423
7;Xizang;NIERONG;???;542424
7;Xizang;ANDUO;???;542425
7;Xizang;SHENZHA;???;542426
7;Xizang;SUO;??;542427
7;Xizang;BANGE;???;542428
7;Xizang;BAQING;???;542429
7;Xizang;NIMA;???;542430
7;Xizang;PULAN;???;542521
7;Xizang;ZHADA;???;542522
7;Xizang;GAER;???;542523
7;Xizang;RITU;???;542524
7;Xizang;GEJI;???;542525
7;Xizang;GAIZE;???;542526
7;Xizang;CUOQIN;???;542527
7;Xizang;LINZHI;???;542621
7;Xizang;GONGBUJIANGDA;?????;542622
7;Xizang;MILIN;???;542623
7;Xizang;MOTUO;???;542624
7;Xizang;BOMI;???;542625
7;Xizang;CHAYU;???;542626
7;Xizang;LANG;??;542627
8;Chongqing;WANZHOU ;???;500101
8;Chongqing;FULING;???;500102
8;Chongqing;YUZHONG;???;500103
8;Chongqing;DADUKOU;????;500104
8;Chongqing;JIANGBEI;???;500105
8;Chongqing;SHAPINGBA;????;500106
8;Chongqing;JIULONGPO;????;500107
8;Chongqing;NANAN;???;500108
8;Chongqing;BEIBEI;???;500109
8;Chongqing;WANSHENG;???;500110
8;Chongqing;SHUANGQIAO;???;500111
8;Chongqing;YUBEI;???;500112
8;Chongqing;BANAN;???;500113
8;Chongqing;QIANJIANG;???;500114
8;Chongqing;CHANGSHOU;???;500221
8;Chongqing;QIJIANG;???;500222
8;Chongqing;TONGNAN;???;500223
8;Chongqing;TONGLIANG;???;500224
8;Chongqing;DAZU;???;500225
8;Chongqing;RONGCHANG;???;500226
8;Chongqing;BISHAN;???;500227
8;Chongqing;LIANGPING;???;500228
8;Chongqing;CHENGKOU;???;500229
8;Chongqing;FENGDU;???;500230
8;Chongqing;DIANJIANG;???;500231
8;Chongqing;WULONG;???;500232
8;Chongqing;ZHONGXIAN;??;500233
8;Chongqing;KAI;??;500234
8;Chongqing;YUNYANG;???;500235
8;Chongqing;FENGJIE;???;500236
8;Chongqing;WUSHAN;???;500237
8;Chongqing;WUXI;???;500238
8;Chongqing;SHIZHUTUJIAZUZHZHIXIAN;????????;500240
8;Chongqing;XIUSHANTUJIAZUMIAOZUZHZHIXIAN;??????????;500241
8;Chongqing;YOUYANGTUJIAZUMIAOZUZHZHIXIAN;??????????;500242
8;Chongqing;PENGSHUIMIAOZUTUJIAZUZHZHIXIAN;??????????;500243
8;Chongqing;JIANGJIN;???;500381
8;Chongqing;HECHUAN;???;500382
8;Chongqing;YONGCHUAN;???;500383
8;Chongqing;NANCHUAN;???;500384
9;Gansu;CHENGGUAN;???;620102
9;Gansu;QILIHE;????;620103
9;Gansu;XIGU;???;620104
9;Gansu;ANNING;???;620105
9;Gansu;HONGGU;???;620111
9;Gansu;YONGDENG;???;620121
9;Gansu;GAOLAN;???;620122
9;Gansu;YUZHONG;???;620123
9;Gansu;JIAYUGUAN;????;620201
9;Gansu;JINCHUAN;???;620302
9;Gansu;YONGCHANG;???;620321
9;Gansu;BAIYIN;???;620402
9;Gansu;PINGCHUAN;???;620403
9;Gansu;JINGYUAN;???;620421
9;Gansu;HUINING;???;620422
9;Gansu;JINGTAI;???;620423
9;Gansu;QINCHENG;???;620502
9;Gansu;BEIDAO;???;620503
9;Gansu;QINGSHUI;???;620521
9;Gansu;QINAN;???;620522
9;Gansu;GANGU;???;620523
9;Gansu;WUSHAN;???;620524
9;Gansu;ZHANGJIACHUANHUIZUZHZHIXIAN;????????;620525
9;Gansu;YUMEN;???;622101
9;Gansu;JIUQUAN;???;622102
9;Gansu;DUNHUANG;???;622103
9;Gansu;JINTA;???;622123
9;Gansu;SUBEIMENGGUZUZHZHIXIAN;????????;622124
9;Gansu;AKESAIHASAKEZUZHZHIXIAN;??????????;622125
9;Gansu;ANXI;???;622126
9;Gansu;ZHANGYE;???;622201
9;Gansu;SUNANYUGUZUZHZHIXIAN;????????;622222
9;Gansu;MINLE;???;622223
9;Gansu;LINZE;???;622224
9;Gansu;GAOTAI;???;622225
9;Gansu;SHANDAN;???;622226
9;Gansu;WUWEI;???;622301
9;Gansu;MINQIN;???;622322
9;Gansu;GULANG;???;622323
9;Gansu;TIANZHUCANGZUZHZHIXIAN;???????;622326
9;Gansu;DINGXI;???;622421
9;Gansu;TONGWEI;???;622424
9;Gansu;LONGXI;???;622425
9;Gansu;WEIYUAN;???;622426
9;Gansu;LINTAO;???;622427
9;Gansu;ZHANG;??;622428
9;Gansu;MIN;??;622429
9;Gansu;WUDU;???;622621
9;Gansu;DANGCHANG;???;622623
9;Gansu;CHENG;??;622624
9;Gansu;KANG;??;622625
9;Gansu;WEN;??;622626
9;Gansu;XIHE;???;622627
9;Gansu;LI;??;622628
9;Gansu;LIANGDANG;???;622629
9;Gansu;HUI;??;622630
9;Gansu;PINGLIANG;???;622701
9;Gansu;JINGCHUAN;???;622722
9;Gansu;LINGTAI;???;622723
9;Gansu;CHONGXIN;???;622724
9;Gansu;HUATING;???;622725
9;Gansu;ZHUANGLANG;???;622726
9;Gansu;JINGNING;???;622727
9;Gansu;XIFENG;???;622801
9;Gansu;QINGYANG;???;622821
9;Gansu;HUAN;??;622822
9;Gansu;HUACHI;???;622823
9;Gansu;HESHUI;???;622824
9;Gansu;ZHENGNING;???;622825
9;Gansu;NING;??;622826
9;Gansu;ZHENYUAN;???;622827
9;Gansu;LINXIA;???;622901
9;Gansu;LINXIA;???;622921
9;Gansu;KANGLE;???;622922
9;Gansu;YONGJING;???;622923
9;Gansu;GUANGHE;???;622924
9;Gansu;HEZHENG;???;622925
9;Gansu;DONGXIANGZUZHZHIXIAN;??????;622926
9;Gansu;JISHISHANDONGXIANGZUBAOANZUSALAZUZHZHIXIAN;???????????????;622927
9;Gansu;HEZUO;???;623001
9;Gansu;LINTAN;???;623021
9;Gansu;ZHUONI;???;623022
9;Gansu;ZHOUQU;???;623023
9;Gansu;DIEBU;???;623024
9;Gansu;MAQU;???;623025
9;Gansu;LUQU;???;623026
9;Gansu;XIAHE;???;623027
10;Tiajin;HEPING;???;120101
10;Tiajin;HEDONG;???;120102
10;Tiajin;HEXI;???;120103
10;Tiajin;NANKAI;???;120104
10;Tiajin;HEBEI;???;120105
10;Tiajin;HONGQIAO;???;120106
10;Tiajin;TANGGU;???;120107
10;Tiajin;HANGU;???;120108
10;Tiajin;DAGANG;???;120109
10;Tiajin;DONGLI;???;120110
10;Tiajin;XIQING;???;120111
10;Tiajin;JINNAN;???;120112
10;Tiajin;BEICHEN;???;120113
10;Tiajin;WUQING;???;120114
10;Tiajin;NINGHE;???;120221
10;Tiajin;JINGHAI;???;120223
10;Tiajin;BAODI;???;120224
10;Tiajin;JIXIAN;??;120225
11;Guanxi;XINGNING;???;450102
11;Guanxi;NANNING XINCHENG;?????;450103
11;Guanxi;NANNING CHENGBEI;?????;450104
11;Guanxi;NANNING JIANGNAN;?????;450105
11;Guanxi;NANNING YONGXIN;?????;450106
11;Guanxi;NANNING SHIJIAO;?????;450111
11;Guanxi;YONGNING;???;450121
11;Guanxi;WUMING;???;450122
11;Guanxi;LIUZHOU CHENGZHONG;?????;450202
11;Guanxi;YUFENG;???;450203
11;Guanxi;LIUNAN;???;450204
11;Guanxi;LIUBEI;???;450205
11;Guanxi;LIUZHOUJIAOQU;?????;450211
11;Guanxi;LIUJIANG;???;450221
11;Guanxi;LIUCHENG;???;450222
11;Guanxi;XIUFENG;???;450302
11;Guanxi;DIECAI;???;450303
11;Guanxi;XIANGSHAN;???;450304
11;Guanxi;QIXING;???;450305
11;Guanxi;YANSHAN;???;450311
11;Guanxi;YANGSHUO;???;450321
11;Guanxi;LINGUI;???;450322
11;Guanxi;LINGCHUAN;???;450323
11;Guanxi;QUANZHOU;???;450324
11;Guanxi;XINGAN;???;450325
11;Guanxi;YONGFU;???;450326
11;Guanxi;GUANYANG;???;450327
11;Guanxi;LONGSHENGGEZUZIZHIXIAN;???????;450328
11;Guanxi;ZIYUAN;???;450329
11;Guanxi;PINGLE;???;450330
11;Guanxi;LIPU;???;450331
11;Guanxi;GONGCHENGYAOZUZIZHIXIAN;???????;450332
11;Guanxi;WANXIU;???;450403
11;Guanxi;DIESHAN;???;450404
11;Guanxi;WUZHOUJIAOQU;?????;450411
11;Guanxi;CANGWU;???;450421
11;Guanxi;TENG;??;450422
11;Guanxi;MENGSHAN;???;450423
11;Guanxi;CENXI;???;450481
11;Guanxi;HAICHENG;???;450502
11;Guanxi;YINHAI;???;450503
11;Guanxi;TIESHANGANG;????;450512
11;Guanxi;HEPU;???;450521
11;Guanxi;GANGKOU;???;450602
11;Guanxi;FANGCHENG;???;450603
11;Guanxi;SHANGSI;???;450621
11;Guanxi;DONGXING;???;450681
11;Guanxi;QINNAN;???;450702
11;Guanxi;QINBEI;???;450703
11;Guanxi;LINGSHAN;???;450721
11;Guanxi;PUBEI;???;450722
11;Guanxi;GANGBEI;???;450802
11;Guanxi;GANGNAN;???;450803
11;Guanxi;PINGNAN;???;450821
11;Guanxi;GUIPING;???;450881
11;Guanxi;YUZHOU;???;450902
11;Guanxi;RONG;??;450921
11;Guanxi;LUCHUAN;???;450922
11;Guanxi;BOBAI;???;450923
11;Guanxi;XINGYE;???;450924
11;Guanxi;BEILIU;???;450981
11;Guanxi;PINGXIANG;???;452101
11;Guanxi;HENG;??;452122
11;Guanxi;BINYANG;???;452123
11;Guanxi;SHANGLIN;???;452124
11;Guanxi;LONGAN;???;452126
11;Guanxi;MASHAN;???;452127
11;Guanxi;FUSUI;???;452128
11;Guanxi;CHONGZUO;???;452129
11;Guanxi;DAXIN;???;452130
11;Guanxi;TIANDENG;???;452131
11;Guanxi;NINGMING;???;452132
11;Guanxi;LONGZHOU;???;452133
11;Guanxi;HESHAN;???;452201
11;Guanxi;LUZHAI;???;452223
11;Guanxi;XIANGZHOU;???;452224
11;Guanxi;WUXUAN;???;452225
11;Guanxi;LAIBIN;???;452226
11;Guanxi;RONGAN;???;452227
11;Guanxi;SANJIANGDONGZUZHZHIXIAN;???????;452228
11;Guanxi;RONGSHUIMIAOZUZHZHIXIAN;???????;452229
11;Guanxi;JINXIUYAOZUZHZHIXIAN;???????;452230
11;Guanxi;XINCHENG;???;452231
11;Guanxi;HEZHOU;???;452402
11;Guanxi;ZHAOPING;???;452424
11;Guanxi;ZHONGSHAN;???;452427
11;Guanxi;FUCHUANYAOZUZHZHIXIAN;???????;452428
11;Guanxi;BAISE;???;452601
11;Guanxi;TIANYANG;???;452622
11;Guanxi;TIANDONG;???;452623
11;Guanxi;PINGGUO;???;452624
11;Guanxi;DEBAO;???;452625
11;Guanxi;JINGXI;???;452626
11;Guanxi;NAPO;???;452627
11;Guanxi;LINGYUN;???;452628
11;Guanxi;LEYE;???;452629
11;Guanxi;TIANLIN;???;452630
11;Guanxi;LONGLINGEZUZHZHIXIAN;???????;452631
11;Guanxi;XILIN;???;452632
11;Guanxi;HECHI;???;452701
11;Guanxi;YIZHOU;???;452702
11;Guanxi;LUOCHENGMULAOZUZHZHIXIAN;????????;452723
11;Guanxi;HUANJIANGMAONANZUZHZHIXIAN;????????;452724
11;Guanxi;NANDAN;???;452725
11;Guanxi;TIANE;???;452726
11;Guanxi;FENGSHAN;???;452727
11;Guanxi;DONGLAN;???;452728
11;Guanxi;BAMAYAOZUZHZHIXIAN;???????;452729
11;Guanxi;DUANYAOZUZHZHIXIAN;???????;452730
11;Guanxi;DAHUAYAOZUZHZHIXIAN;???????;452731
12;Guangdong;DONGSHAN;???;440102
12;Guangdong;LIWAN;???;440103
12;Guangdong;YUEXIU;???;440104
12;Guangdong;HAIZHU;???;440105
12;Guangdong;TIANHE;???;440106
12;Guangdong;FANGCUN;???;440107
12;Guangdong;BAIYUN;???;440111
12;Guangdong;HUANGPU;???;440112
12;Guangdong;FANYU;???;440113
12;Guangdong;HUADU;???;440114
12;Guangdong;ZENGCHENG;???;440183
12;Guangdong;CONGHUA;???;440184
12;Guangdong;BEIJIANG;???;440202
12;Guangdong;WUJIANG;???;440203
12;Guangdong;ZHENJIANG;???;440204
12;Guangdong;QUJIANG;???;440221
12;Guangdong;SHIXING;???;440222
12;Guangdong;RENHUA;???;440224
12;Guangdong;WENGYUAN;???;440229
12;Guangdong;RUYUANYAOZUZIZHIXIAN;???????;440232
12;Guangdong;XINFENG;???;440233
12;Guangdong;LECHANG;???;440281
12;Guangdong;NANXIONG;???;440282
12;Guangdong;LUOHU;???;440303
12;Guangdong;FUTIAN;???;440304
12;Guangdong;NANSHAN;???;440305
12;Guangdong;BAOAN;???;440306
12;Guangdong;LONGGANG;???;440307
12;Guangdong;YANTIAN;???;440308
12;Guangdong;XIANGZHOU;???;440402
12;Guangdong;DOUMEN;???;440421
12;Guangdong;DAHAO;???;440506
12;Guangdong;LONGHU;???;440507
12;Guangdong;JINYUAN;???;440508
12;Guangdong;SHENGPING;???;440509
12;Guangdong;HEPU;???;440510
12;Guangdong;NANAO;???;440523
12;Guangdong;CHAOYANG;???;440582
12;Guangdong;CHENGHAI;???;440583
12;Guangdong;FOSHAN CHENGQU;????;440602
12;Guangdong;SHIWAN;???;440603
12;Guangdong;SHUNDE;???;440681
12;Guangdong;NANHAI;???;440682
12;Guangdong;SANSHUI;???;440683
12;Guangdong;GAOMING;???;440684
12;Guangdong;PENGJIANG;???;440703
12;Guangdong;JIANGHAI;???;440704
12;Guangdong;TAISHAN;???;440781
12;Guangdong;XINHUI;???;440782
12;Guangdong;KAIPING;???;440783
12;Guangdong;HESHAN;???;440784
12;Guangdong;ENPING;???;440785
12;Guangdong;CHIKAN;???;440802
12;Guangdong;XIASHAN;???;440803
12;Guangdong;POTOU;???;440804
12;Guangdong;MAZHANG;???;440811
12;Guangdong;SUIXI;???;440823
12;Guangdong;XUWEN;???;440825
12;Guangdong;LIANJIANG;???;440881
12;Guangdong;LEIZHOU;???;440882
12;Guangdong;WUCHUAN;???;440883
12;Guangdong;MAONAN;???;440902
12;Guangdong;DIANBAI;???;440923
12;Guangdong;GAOZHOU;???;440981
12;Guangdong;HUAZHOU;???;440982
12;Guangdong;XINYI;???;440983
12;Guangdong;DUANZHOU;???;441202
12;Guangdong;DINGHU;???;441203
12;Guangdong;GUANGNING;???;441223
12;Guangdong;HUAIJI;???;441224
12;Guangdong;FENGKAI;???;441225
12;Guangdong;DEQING;???;441226
12;Guangdong;GAOYAO;???;441283
12;Guangdong;SIHUI;???;441284
12;Guangdong;HUICHENG;???;441302
12;Guangdong;BOLUO;???;441322
12;Guangdong;HUIDONG;???;441323
12;Guangdong;LONGMEN;???;441324
12;Guangdong;HUIYANG;???;441381
12;Guangdong;MEIJIANG;???;441402
12;Guangdong;MEIXIAN;??;441421
12;Guangdong;DAPU;???;441422
12;Guangdong;FENGSHUN;???;441423
12;Guangdong;WUHUA;???;441424
12;Guangdong;PINGYUAN;???;441426
12;Guangdong;JIAOLING;???;441427
12;Guangdong;XINGNING;???;441481
12;Guangdong;SHANWEI CHENGQU;????;441502
12;Guangdong;HAIFENG;???;441521
12;Guangdong;LUHE;???;441523
12;Guangdong;LUFENG;???;441581
12;Guangdong;YUANCHENG;???;441602
12;Guangdong;ZIJIN;???;441621
12;Guangdong;LONGCHUAN;???;441622
12;Guangdong;LIANPING;???;441623
12;Guangdong;HEPING;???;441624
12;Guangdong;DONGYUAN;???;441625
12;Guangdong;JIANGCHENG;???;441702
12;Guangdong;YANGXI;???;441721
12;Guangdong;YANGDONG;???;441723
12;Guangdong;YANGCHUN;???;441781
12;Guangdong;QINGCHENG;???;441802
12;Guangdong;FOGANG;???;441821
12;Guangdong;YANGSHAN;???;441823
12;Guangdong;LIANSHANZHUANGZUYAOZUZIZHIXIAN;?????????;441825
12;Guangdong;LIANNANYAOZUZIZHIXIAN;???????;441826
12;Guangdong;QINGXIN;???;441827
12;Guangdong;YINGDE;???;441881
12;Guangdong;LIANZHOU;???;441882
12;Guangdong;DONGGUAN;???;441901
12;Guangdong;ZHONGZHAN;???;442001
12;Guangdong;XIANGQIAO;???;445102
12;Guangdong;CHAOAN;???;445121
12;Guangdong;RAOPING;???;445122
12;Guangdong;RONGCHENG;???;445202
12;Guangdong;JIEDONG;???;445221
12;Guangdong;JIEXI;???;445222
12;Guangdong;HUILAI;???;445224
12;Guangdong;PUNING;???;445281
12;Guangdong;YUNCHENG;???;445302
12;Guangdong;XINXING;???;445321
12;Guangdong;YUNAN;???;445322
12;Guangdong;YUNAN;???;445323
12;Guangdong;LUODING;???;445381
13;Hebei;CHANGAN;???;130102
13;Hebei;QIAODONG;???;130103
13;Hebei;QIAOXI;???;130104
13;Hebei;XINHUA;???;130105
13;Hebei;SHIJIAZHUANG JIAOQU;??????;130106
13;Hebei;JINGXINGKUANGQU;????;130107
13;Hebei;JINGXING;???;130121
13;Hebei;ZHENGDING;???;130123
13;Hebei;LUANCHENG;???;130124
13;Hebei;XINGTANG;???;130125
13;Hebei;LINGSHOU;???;130126
13;Hebei;GAOYI;???;130127
13;Hebei;SHENZE;???;130128
13;Hebei;ZANHUANG;???;130129
13;Hebei;WUJI;???;130130
13;Hebei;PINGSHAN;???;130131
13;Hebei;YUANSHI;???;130132
13;Hebei;ZHAOXIAN;??;130133
13;Hebei;XINJI;???;130181
13;Hebei;GAOCHENG;???;130182
13;Hebei;JINZHOU;???;130183
13;Hebei;XINLE;???;130184
13;Hebei;LUQUAN;???;130185
13;Hebei;LUNAN;???;130202
